paper_id,covidence_id,title,authors,resolved_source_category,resolved_source_subtype,ready_text_json_path,ready_source_kind,ready_text_mode,ready_source_detail,ready_source_input_path,source_text_json_path,llm_candidate_json_path,llm_trimmed_json_path,gold_json_path,ready_start_line_global_index,ready_end_line_global_index_exclusive,llm_trim_status,llm_validation_passed,llm_validation_reason,ready_reason,published_at_utc
3125,3125,Poster 258 A Novel Approach to the Treatment of Stiff-Person-Syndrome with Botulinum Toxin: A Case Report.,"Shah, Chirag D; Bunzol, Daniel",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\3125.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\3125.json,data\extraction_json\text\3125.json,data\extraction_json\text_trimmed_llm_candidates\3125.json,data\extraction_json\text_trimmed_llm\3125.json,qa\trimming\gold_standard\papers\3125.json,21,65,trimmed_auto_llm_line_within_overshoot,true,ok,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.939721+00:00
5029,5029,Anti-Amphiphysin Positive Partial Stiff Person Syndrome in an Elderly Woman with a Breast Mass,"Abu El-Haija, H.; Gogia, B.; Shanina, E.; He, J.; Fang, X.; Li, X. P.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5029.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\5029.json,data\extraction_json\text\5029.json,,,qa\trimming\gold_standard\papers\5029.json,5713,5760,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.943523+00:00
5079,5079,Stiff-person syndrome positive for anti-amphyphisin antibodies: The presenting feature of a neuroendocrine lung cancer,"Andrade, K.; Carvalho, L.; Martins, A.; Barros, J.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5079.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\5079.json,data\extraction_json\text\5079.json,,,qa\trimming\gold_standard\papers\5079.json,12746,12775,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.947070+00:00
5087,5087,A CASE REPORT OF ATYPICAL STIFF PERSON SYNDROME WITH CRANIAL NERVE INVOLVEMENT PRECEEDING THE DIAGNOSIS OF A HIGH GRADE LYMPHOMA,"Aquilina, N.; Vella, M.; Debono, A. G.; Camilleri, D. J.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5087.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\5087.json,data\extraction_json\text\5087.json,,,qa\trimming\gold_standard\papers\5087.json,21015,21055,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.950782+00:00
5158,5158,A case of Type 1 diabetes with stiff person syndrome and coeliac disease,"Behan, L. A.; O'Sullivan, E. P.; King, T. J. F.; Hardiman, O.; Agha, A.; Thompson, C. J.; Smith, D.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5158.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\5158.json,data\extraction_json\text\5158.json,,,qa\trimming\gold_standard\papers\5158.json,819,852,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.954077+00:00
5212,5212,STIFF-MAN SYNDROME WITH GAD-LIKE IMMUNOREACTIVITY - RESPONSE OF A PATIENT TO PLASMAPHERESIS AND IMMUNOSUPPRESSION,"Brashear, H. R.; Phillips, L. H.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5212.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\5212.json,data\extraction_json\text\5212.json,,,qa\trimming\gold_standard\papers\5212.json,89,119,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.957280+00:00
5233,5233,Familial stiff-man syndrome with GAD65 antibody,"Burns, T. M.; Jones, H. R.; Phillips, L. H.; Lennon, V. A.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5233.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\5233.json,data\extraction_json\text\5233.json,,,qa\trimming\gold_standard\papers\5233.json,117,149,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.960501+00:00
5265,5265,Brainstem involvement as onset of stiff limb syndrome: A case report,"Ceriani, F.; Massetto, N.; Rosci, C.; Pietrogrande, M.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5265.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\5265.json,data\extraction_json\text\5265.json,,,,7,112,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.973204+00:00
5268,5268,The treatment of Moersch-Woltman syndrome,"Cerimagic, D.; Relja, M.; Telarovic, S.; Glavic, J.; Ivankovic, M.; Bogoje, A.; Vodopic, M.; Dzamonja, G.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5268.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\5268.json,data\extraction_json\text\5268.json,,,,5,20,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.990099+00:00
5270,5270,"STIFF PERSON SYNDROME, ABOUT A CASE","Chahrazed, R.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5270.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5270.json,data\extraction_json\text\5270.json,data\extraction_json\text_trimmed_llm_candidates\5270.json,data\extraction_json\text_trimmed_llm\5270.json,,1542,1569,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:17.994543+00:00
5283,5283,Autoantibodies to GAD and Cell Surface Determinants in Stiff Person Syndrome,"Chang, T.; Pettingill, P.; Alexopoulos, H.; Jacobson, L. W.; Brown, P.; Vincent, A.",conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\5283.json,legacy_trimmed,trimmed_abstract,text_trimmed,data\extraction_json\text_trimmed\5283.json,data\extraction_json\text\5283.json,,,,80,109,,,,Fell back to the legacy proceedings trim because no LLM-ready publication source was available.,2026-04-13T03:13:17.999430+00:00
5286,5286,Unusual case of jerking stiff person syndrome,"Chaudhary, N.; Jaiswal, S.; Murthy, J. M. K.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5286.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5286.json,data\extraction_json\text\5286.json,data\extraction_json\text_trimmed_llm_candidates\5286.json,data\extraction_json\text_trimmed_llm\5286.json,,8,39,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:18.003254+00:00
5315,5315,Stiff-person syndrome presenting with asymmetric axial muscle spasms and hypertrophy,"Chuang, C.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5315.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5315.json,data\extraction_json\text\5315.json,data\extraction_json\text_trimmed_llm_candidates\5315.json,data\extraction_json\text_trimmed_llm\5315.json,,118,164,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:18.008279+00:00
5321,5321,Rehabilitation and orthopedic management of Stiff Person syndrome,"Clairmont, A. C.; Lindberg, K. E.; Goldstein, N.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5321.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\5321.json,data\extraction_json\text\5321.json,,,,10,235,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:18.078795+00:00
5362,5362,"A double-blind, placebo-controlled, crossover trial of intravenous immunoglobin in the treatment of anti-GAD antibody-positive patients with stiff-person syndrome","Dalakas, M. C.; Fujii, M.; Lutft, B.; Khyos, J.; McElroy, B.",conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\5362.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5362.json,data\extraction_json\text\5362.json,data\extraction_json\text_trimmed_llm_candidates\5362.json,data\extraction_json\text_trimmed_llm\5362.json,,75,112,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:18.082185+00:00
5365,5365,"A Double-Blind, Placebo-Cotrolled Study of Rituximab in Patients with Stiff-Person Syndrome (SPS)","Dalakas, M. C.; Rakocevic, G.; Dambrosia, J.; McElroy, B.",conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\5365.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5365.json,data\extraction_json\text\5365.json,data\extraction_json\text_trimmed_llm_candidates\5365.json,data\extraction_json\text_trimmed_llm\5365.json,,2040,2068,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:18.086040+00:00
5371,5371,The stiff person syndrome: A single case report of almost complete recovery 12 weeks following immunomodulatory therapy with IVIG and plasmapheresis,"Dalton, C. M.; Lim, E.; Redmond, J.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5371.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5371.json,data\extraction_json\text\5371.json,data\extraction_json\text_trimmed_llm_candidates\5371.json,data\extraction_json\text_trimmed_llm\5371.json,,110,147,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:18.089685+00:00
5398,5398,Treatment of stiff person syndrome with chronic plasmapheresis,"De la Casa-Fages, B.; Anaya, F.; Grandas, F.",conference_abstract,case_series_conference_abstract,data\extraction_json\text_proceedings_ready\5398.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5398.json,data\extraction_json\text\5398.json,data\extraction_json\text_trimmed_llm_candidates\5398.json,data\extraction_json\text_trimmed_llm\5398.json,,4412,4453,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:18.093329+00:00
5472,5472,HIGH AMPLITUDE F WAVES AND STIFF-PERSON SYNDROME,"Espinosa, P.; Ryan, S.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5472.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\5472.json,data\extraction_json\text\5472.json,,,,,116,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:19.782375+00:00
5502,5502,"GLUTAMIC ACID DECARBOXYLASE ANTIBODY: A LINK FOR LOCALISATION RELATED EPILEPSY, STIFF-PERSON SYNDROME AND TYPE I DIABETES MELLITUS? REPORT OF TWO CASES","Barcs, G.; Szucs, A.; Kamondi, A.",conference_abstract,case_series_conference_abstract,data\extraction_json\text_proceedings_ready\5502.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5502.json,data\extraction_json\text\5502.json,data\extraction_json\text_trimmed_llm_candidates\5502.json,data\extraction_json\text_trimmed_llm\5502.json,,18368,18394,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.785950+00:00
5535,5535,STIFF PERSON SYNDROME IN ASSOCIATION WITH NONPARANEOPLASTIC LIMBIC ENCEPHALITIS,"Franke, K.; Schulz, R.; Hoppe, M.; Korn-Merker, E.; Specht, U.; Ebner, A.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5535.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5535.json,data\extraction_json\text\5535.json,data\extraction_json\text_trimmed_llm_candidates\5535.json,data\extraction_json\text_trimmed_llm\5535.json,,19150,19183,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.789665+00:00
5537,5537,"CO-EMERGENT TRIAD OF EPILEPSY, MYASTHENIA GRAVIS AND STIFF-PERSON SYNDROME","Frawley, B. K.; Ritaccio, A.; Gruenthal, M.; Lava, N.; Murnane, M.; Lynch, T. M.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5537.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5537.json,data\extraction_json\text\5537.json,data\extraction_json\text_trimmed_llm_candidates\5537.json,data\extraction_json\text_trimmed_llm\5537.json,,4359,4400,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.793249+00:00
5552,5552,"Stiff-person syndrome associated with invasive thymoma, pemphigus and myasthenia gravis: a case report","Gao, X.; Zheng, X.; Li, H.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5552.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5552.json,data\extraction_json\text\5552.json,data\extraction_json\text_trimmed_llm_candidates\5552.json,data\extraction_json\text_trimmed_llm\5552.json,,24170,24208,trimmed_auto_llm_line_within_overshoot,true,ok,LLM selected a line inside the overshoot candidate as the abstract end.,2026-04-13T03:13:19.796898+00:00
5554,5554,Rituximab in stiff person syndrome,"Garcia-Ruiz, P. J.; del Val, J.; Herranz, A.; Bellido, S.; Aranda, M. A.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5554.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5554.json,data\extraction_json\text\5554.json,data\extraction_json\text_trimmed_llm_candidates\5554.json,data\extraction_json\text_trimmed_llm\5554.json,,51632,51658,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.800475+00:00
5573,5573,Long-term kinetics of anti-GAD65 antibody suppression by intravenous gamma globulin in stiff person syndrome,"George, E. B.; Mohamed, M. S.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5573.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5573.json,data\extraction_json\text\5573.json,data\extraction_json\text_trimmed_llm_candidates\5573.json,data\extraction_json\text_trimmed_llm\5573.json,,72,102,trimmed_auto_llm_line_within_overshoot,true,ok,LLM selected a line inside the overshoot candidate as the abstract end.,2026-04-13T03:13:19.804448+00:00
5600,5600,Dysfunction of cortical inhibitory circuits in stiff-man syndrome,"Kim, S. D.; Vucic, S.; Kiernan, M. C.; Fung, V. S. C.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5600.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5600.json,data\extraction_json\text\5600.json,data\extraction_json\text_trimmed_llm_candidates\5600.json,data\extraction_json\text_trimmed_llm\5600.json,,12,54,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.808008+00:00
5631,5631,Severe worsening of the stiff person syndrome due to acute gastroenteritis,"Kramberger, M. G.; Avbersek, A.; Fabjan, T. H.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5631.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5631.json,data\extraction_json\text\5631.json,data\extraction_json\text_trimmed_llm_candidates\5631.json,data\extraction_json\text_trimmed_llm\5631.json,,8285,8326,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.811515+00:00
5647,5647,Stiff-Person syndrome and ophthalmoplegia associated with thymoma,"Lai, E. C.; Linfante, I.; Lee, A. G.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5647.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5647.json,data\extraction_json\text\5647.json,data\extraction_json\text_trimmed_llm_candidates\5647.json,data\extraction_json\text_trimmed_llm\5647.json,,5849,5882,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.815039+00:00
5803,5803,A CASE OF UNDIAGNOSED STIFF-PERSON SYNDROME REQUIRING MECHANICAL VENTILATORY SUPPORT,"Mayer, N.; Kretzer, A.; John, S.; Bleck, T.; Garg, R.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5803.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\5803.json,data\extraction_json\text\5803.json,,,,1,41,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:19.828233+00:00
5808,5808,"SEVERE, PROLONGED BACLOFEN WITHDRAWAL FOLLOWING A SECOND CATHETER FAILURE IN A PATIENT WITH STIFF-PERSON SYNDROME","McDaniel, C.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5808.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5808.json,data\extraction_json\text\5808.json,data\extraction_json\text_trimmed_llm_candidates\5808.json,data\extraction_json\text_trimmed_llm\5808.json,,33,56,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:19.832116+00:00
5839,5839,Stiff person syndrome as the initial manifestation of systemic lupus erythematosus-case report,"Munhoz, R. P.; Moscovich, M. M.; Fameli, H.; Filla, L.; Teive, H.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5839.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\5839.json,data\extraction_json\text\5839.json,,,,3,63,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:20.497389+00:00
5884,5884,Unable to Relax: A Case of Stiff Person Syndrome,"Ning, W.; Iantorno, S.; Zhong, C.; Li, S.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5884.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\5884.json,data\extraction_json\text\5884.json,,,,,55,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:20.510840+00:00
5963,5963,"UNUSUAL ELECTROMYOGRAPHIC FINDINGS IN A PATIENT WITH PRESUMPTIVE HASHIMOTO'S THYROIDITIS, STIFF-PERSON SYNDROME, AND HERPES ZOSTER MYELORADICULITIS","Ha, J.; Gorin, F.; Zhang, L.; Oskarsson, B.; Maselli, R.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5963.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5963.json,data\extraction_json\text\5963.json,data\extraction_json\text_trimmed_llm_candidates\5963.json,data\extraction_json\text_trimmed_llm\5963.json,,4458,4504,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:20.514673+00:00
5970,5970,DON'T CALL THE PSYCHIATRIST JUST YET; A CASE REPORT OF STIFF-PERSON SYNDROME,"Hallak, A.; Hazam, R.; Amin, M. K.; Alhbshi, K.; Islam, S.; Saadaldin, M.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\5970.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\5970.json,data\extraction_json\text\5970.json,data\extraction_json\text_trimmed_llm_candidates\5970.json,data\extraction_json\text_trimmed_llm\5970.json,,52038,52091,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:20.518485+00:00
6021,6021,Paraneoplastic stiff-person syndrome and anti-Ri antibodies in metastatic breast cancer,"Hoffmann, L. A.; Ditsch, N.; Kuempfel, T.; Dudel, C.; Wick, M.; Voltz, R.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6021.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6021.json,data\extraction_json\text\6021.json,data\extraction_json\text_trimmed_llm_candidates\6021.json,data\extraction_json\text_trimmed_llm\6021.json,,911,953,trimmed_auto_llm_line_within_overshoot,true,ok,LLM selected a line inside the overshoot candidate as the abstract end.,2026-04-13T03:13:20.523466+00:00
6060,6060,"Glycine Receptor Antibodies in Immune-Mediated Movement Disorders: Progressive Encephalomyelitis with Rigidity and Myoclonus, Opsoclonus-Myoclonus Syndrome, and Ocular Flutter Syndrome","Iizuka, T.; Urano, Y.; Miyakawa, S.; Hamada, J.; Leite, M. I.; Vincent, A.; Sakai, F.; Mochizuki, H.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6060.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\6060.json,data\extraction_json\text\6060.json,,,,8,370,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:20.809252+00:00
6089,6089,STIFF-LIMB SYNDROME WITH IDENTIFICATION OF GLUTAMIC ACID ANTIDECARBOXYLASE ANTIBODY GAD65: A CASE REPORT,"Jaramillo, N.; Pena, C.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6089.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6089.json,data\extraction_json\text\6089.json,data\extraction_json\text_trimmed_llm_candidates\6089.json,data\extraction_json\text_trimmed_llm\6089.json,,2446,2482,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:20.813109+00:00
6128,6128,"Rituximab therapy in a patient with recurrent Hashimoto's encephalitis, anti-GAD antibodies and progressive encephalomyelitis with rigidity and myoclonus","Kassar, D.; Damodaram, S.; Chand, P.; Iyadurai, S.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6128.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6128.json,data\extraction_json\text\6128.json,data\extraction_json\text_trimmed_llm_candidates\6128.json,data\extraction_json\text_trimmed_llm\6128.json,,11064,11103,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:20.816769+00:00
6141,6141,Patient with stiff-person syndrome and negative anti-GAD antibodies,"Petelin, Z.; Brinar, V.; Honnorat, J.; Budisic, Z.; Podolski, P.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6141.json,legacy_trimmed,trimmed_abstract,text_trimmed,data\extraction_json\text_trimmed\6141.json,data\extraction_json\text\6141.json,,,,19587,19596,,,,Fell back to the legacy proceedings trim because no LLM-ready publication source was available.,2026-04-13T03:13:20.923977+00:00
6204,6204,Stiff Main syndrome good outcome after methylprednisolone pulse,"Rafai, M. A.; Oumari, S.; Boulaajaj, F. Z.; El Moutawakkil, B.; Slassi, I.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6204.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6204.json,data\extraction_json\text\6204.json,data\extraction_json\text_trimmed_llm_candidates\6204.json,data\extraction_json\text_trimmed_llm\6204.json,,57305,57336,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:20.927490+00:00
6219,6219,Visual-induced startle reactions in a patient with stiff limb syndrome,"Schestatsky, P.; Pizzol, A. D.; Cabral, L.; Schuh, A. S.; Roriz-Cruz, M.; Batistela, F.; Monte, T. L.; Bianchin, M. M.; Rieder, C. R. M.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6219.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6219.json,data\extraction_json\text\6219.json,data\extraction_json\text_trimmed_llm_candidates\6219.json,data\extraction_json\text_trimmed_llm\6219.json,,42653,42681,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:20.992102+00:00
6257,6257,Stiff person syndrome (SPS): A pediatric case report,"Shah, N. S.; Hahn, A.; Banwell, B.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6257.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6257.json,data\extraction_json\text\6257.json,data\extraction_json\text_trimmed_llm_candidates\6257.json,data\extraction_json\text_trimmed_llm\6257.json,,5,33,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:20.996044+00:00
6268,6268,Quantitative analysis of the silent period in the stiff-person syndrome,"Shatzel, A. J.; Fenton, G.; Maselli, R. A.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6268.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\6268.json,data\extraction_json\text\6268.json,,,,,33,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:21.002830+00:00
6271,6271,Dementia in elderly male with Stiff man syndrome,"Sheyner, I.; Cutillar, M.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6271.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\6271.json,data\extraction_json\text\6271.json,,,qa\trimming\gold_standard\papers\6271.json,14974,15009,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:21.006092+00:00
6278,6278,Unusual Presentation of Paraneoplastic Stiff-Person Syndrome with Underlying Breast Cancer,"Shrestha, A.; Mihalova, T.; Burns, D.; Jennens, H.; Etti, R.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6278.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6278.json,data\extraction_json\text\6278.json,data\extraction_json\text_trimmed_llm_candidates\6278.json,data\extraction_json\text_trimmed_llm\6278.json,,15175,15203,trimmed_auto_llm_line_within_overshoot,true,ok,LLM selected a line inside the overshoot candidate as the abstract end.,2026-04-13T03:13:21.009538+00:00
6413,6413,Stiff person plus syndrome and voltage gated potassium channel antibody associated cognitive impairment: New evidence for an association?,"McGuigan, C.; Buckley, C.; Chang, T.; Vincent, A.; Everitt, E.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6413.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\6413.json,data\extraction_json\text\6413.json,,,,,28,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:21.026729+00:00
6442,6442,Absence of cutaneous silent period changes in a patient with stiff person syndrome,"Mekideche, A.; Kuzmanovic, I.; Sottas, C.; Truffert, A.",conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\6442.json,llm_validated,trimmed_abstract,text_trimmed_llm,data\extraction_json\text_trimmed_llm\6442.json,data\extraction_json\text\6442.json,data\extraction_json\text_trimmed_llm_candidates\6442.json,data\extraction_json\text_trimmed_llm\6442.json,,14581,14608,trimmed_auto_llm_candidate_exact,true,ok,LLM selected an existing end candidate as the exact abstract boundary.,2026-04-13T03:13:21.040020+00:00
