paper_id,covidence_id,title,authors,resolved_source_category,resolved_source_subtype,ready_text_json_path,ready_source_kind,ready_text_mode,ready_source_detail,ready_source_input_path,source_text_json_path,llm_candidate_json_path,llm_trimmed_json_path,gold_json_path,ready_start_line_global_index,ready_end_line_global_index_exclusive,llm_trim_status,llm_validation_passed,llm_validation_reason,ready_reason,published_at_utc
1441,1441,Spectrum of stiff person syndrome expands with presence of retinal pathology,Shoemaker T.; Rothman A.; Prince J.; Saidha S.; Calabresi P.A.; Newsome S.D.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1441.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1441.json,data\extraction_json\text\1441.json,,,qa\trimming\gold_standard\papers\1441.json,22892,22943,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.274585+00:00
1446,1446,Neurologic disorders associated with anti-glutamic acid decarboxylase antibodies: Comparison of anti-GAD antibodies titer and time-dependent changes between neurologic disease and type I diabetes mellitus,Tani H.; Hideto N.; Kiichi U.; Toshifumi H.; Shimon I.; Fumiharu K.; Shigeki A.,conference_abstract,case_series_conference_abstract,data\extraction_json\text_proceedings_ready\1446.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1446.json,data\extraction_json\text\1446.json,,,qa\trimming\gold_standard\papers\1446.json,95,138,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.277779+00:00
1447,1447,"Hypokinesia, brainstem involvement, rigidity and exaggerated startle in a child with glycine receptors antibodies",Amin S.; Hameed B.; Babiker M.O.E.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1447.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1447.json,data\extraction_json\text\1447.json,,,qa\trimming\gold_standard\papers\1447.json,1822,1861,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.281265+00:00
1452,1452,A stiff diagnosis: An unusual case of low back pain,Patel K.G.; Montero-Cruz F.-R.L.; Vishnubhakat S.M.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1452.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1452.json,data\extraction_json\text\1452.json,data\extraction_json\text_trimmed_llm_candidates\1452.json,data\extraction_json\text_trimmed_llm\1452.json,qa\trimming\gold_standard\papers\1452.json,3,44,trimmed_auto_llm_candidate_exact,true,ok,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.285437+00:00
1453,1453,Stiff person syndrome without axial stiffness or hyperekplexia: A case report,Lee M.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1453.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1453.json,data\extraction_json\text\1453.json,data\extraction_json\text_trimmed_llm_candidates\1453.json,data\extraction_json\text_trimmed_llm\1453.json,qa\trimming\gold_standard\papers\1453.json,44,80,trimmed_auto_llm_candidate_exact,true,ok,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.289703+00:00
1458,1458,Unrecognized respiratory manifestations of stiff person syndrome,Rakocevic G.; Allen A.; Pack K.; Woodford M.; Sexauer W.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1458.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1458.json,data\extraction_json\text\1458.json,,,qa\trimming\gold_standard\papers\1458.json,4984,5029,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.293076+00:00
1501,1501,Ocular motor function in stiff person syndrome-Role of GABA and beyond,Wang F.; Neilson L.; Wang H.; Wilmot G.; Shaikh A.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1501.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1501.json,data\extraction_json\text\1501.json,,,,,37,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.303114+00:00
1504,1504,"Progressive encephalomyelitis with rigidity and myoclonus (PERM): Phenomenology, investigations and management of two recent cases",Munteanu T.; Lamas-Osorio Y.; Cullinane P.; Lynch T.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1504.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1504.json,data\extraction_json\text\1504.json,,,,,46,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.317634+00:00
1511,1511,Stiff-limb syndrome: Thinking about that!,Delorme A.; Pencu D.E.; De Saint-Hubert G.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1511.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1511.json,data\extraction_json\text\1511.json,,,qa\trimming\gold_standard\papers\1511.json,1262,1365,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.322616+00:00
1598,1598,Coexistence of neuromyelitis optica and stiff person syndrome in a single patient: A case report,Thuringer A.J.; Jassam Y.N.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1598.json,source_text_passthrough,full_text_passthrough,candidate_not_needed,data\extraction_json\text\1598.json,data\extraction_json\text\1598.json,,,,,44,,,,Document does not look like a proceedings source.,2026-04-13T03:13:17.340390+00:00
1602,1602,Progressive encephalomyelitis with rigidity and myoclonus - Case report,Barbov I.; Stojkoska F.; Petovska-Cvetkovska D.; Lazarova S.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1602.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1602.json,data\extraction_json\text\1602.json,,,qa\trimming\gold_standard\papers\1602.json,1400,1443,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.343415+00:00
1605,1605,A stiff woman,Srinithya F.; Gadde S.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1605.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1605.json,data\extraction_json\text\1605.json,,,qa\trimming\gold_standard\papers\1605.json,43454,43503,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.346716+00:00
1609,1609,Unusual respiratory manifestation in a patient with Stiff Person Syndrome (SPS),Lin A.; Arias A.A.; Casul Y.R.; Gupta A.; Calder C.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1609.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1609.json,data\extraction_json\text\1609.json,,,,,32,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.357430+00:00
1611,1611,Presence of systemic autoantibodies and associated comorbid conditions in a large cohort of stiff person syndrome,Comisac M.; Wang Y.; Aljarallah S.; Lukish N.; Newsome S.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1611.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1611.json,data\extraction_json\text\1611.json,,,,,35,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.367383+00:00
1614,1614,Long-term rituximab use benefits patients with stiff person syndrome,Aljarallah S.; Wang Y.; Shoemaker T.; Newsome S.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1614.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1614.json,data\extraction_json\text\1614.json,,,,,38,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.378713+00:00
1625,1625,Neuronal autoantibodies and clinical significance in stiff-person spectrum disorder,Kaneko J.; Iizuka T.; Kondo Y.; Abe Y.; Kaneko A.; Hattori K.; Kobayashi S.; Ugawa Y.; Sekiguchi K.; Maeda K.; Matsumoto Y.; Kanazawa N.; Kitamura E.; Dalmau J.; Nishiyama K.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1625.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1625.json,data\extraction_json\text\1625.json,,,qa\trimming\gold_standard\papers\1625.json,,32,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.382463+00:00
1662,1662,Progressive encephalomyelitis with rigidity and myoclonus with antibodies to glycine receptor presenting with temporomandibular joint dislocation,Mahdi Aljedani R.; Meyer I.; Novy J.; Pagani J.-L.; Arlettaz L.; Ribi C.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1662.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1662.json,data\extraction_json\text\1662.json,,,qa\trimming\gold_standard\papers\1662.json,3220,3270,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.385901+00:00
1664,1664,A rare person with Stiff Person syndrome,Suciu R.; Stoicanescu D.; Cevei M.; Bodog F.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1664.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1664.json,data\extraction_json\text\1664.json,,,qa\trimming\gold_standard\papers\1664.json,12347,12380,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.389554+00:00
1668,1668,Botulinum toxin for the treatment of muscle spasms associated with stiff person syndrome,Moukheiber E.; Comisac M.; Newsome S.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1668.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1668.json,data\extraction_json\text\1668.json,,,,5,110,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.486398+00:00
1674,1674,Anti-glutamic acid decarboxylase associated neurologic disorders referred from neuro-ophthalmology and neurotology: A case series with characterization of vestibulo-ocular function,Wang Y.; Tourkevich R.; Gold D.; Newsome S.D.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1674.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1674.json,data\extraction_json\text\1674.json,,,,,41,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.502185+00:00
1675,1675,Autologous Haematopoietic Stem Cell Transplantation (Auto-HSCT) in Stiff Person Syndrome (SPS): The UK experience,Thorpe A.; Kass-Iliyya L.; Jessop H.; Chantry A.; Hadjivassiliou M.; Snowden J.; Sharrack B.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1675.json,source_text_passthrough,full_text_passthrough,candidate_not_needed,data\extraction_json\text\1675.json,data\extraction_json\text\1675.json,,,,3,146,,,,Document does not look like a proceedings source.,2026-04-13T03:13:17.747892+00:00
1721,1721,Anti-glutamic acid decarboxylase positive stiff person syndrome treated with immunoglobulin in a 38-year old filipina: A case report,Perez J.A.L.; Damian L.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1721.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1721.json,data\extraction_json\text\1721.json,,,qa\trimming\gold_standard\papers\1721.json,90,123,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.751189+00:00
1722,1722,Stiff person syndrome - An unusual paraneoplastic neurological phenomenon in carcinoid tumour,Sahathevan V.; Herath T.; Gamlaksha D.; Yogendranathan N.; Kulatunga A.; Senanayake B.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1722.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1722.json,data\extraction_json\text\1722.json,,,qa\trimming\gold_standard\papers\1722.json,55,87,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.754997+00:00
1774,1774,An unusual presentation of stiff-person syndrome,Saengphatrachai W.; Wantaneeyawong C.; Pitakpatapee Y.; Srivanitchapoom P.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1774.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1774.json,data\extraction_json\text\1774.json,,,qa\trimming\gold_standard\papers\1774.json,29632,29670,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.758161+00:00
1782,1782,Stiff Limb Syndrome Masquerading As a Focal Limb Dystonia,Morrison P.; Barbano R.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1782.json,source_text_passthrough,full_text_passthrough,candidate_not_needed,data\extraction_json\text\1782.json,data\extraction_json\text\1782.json,,,,,36,,,,Document does not look like a proceedings source.,2026-04-13T03:13:17.764805+00:00
1787,1787,Functional stiff person like disorders: Clinical features and red flags,Balint B.; Jha A.; Edwards M.; Meinck H.M.; Bhatia K.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1787.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1787.json,data\extraction_json\text\1787.json,,,,,34,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.770728+00:00
1793,1793,Stiff-person syndrome: The analyses of 15 cases and their prognosises,Wei X.; Cai J.; Zhang C.; Lin H.,conference_abstract,case_series_conference_abstract,data\extraction_json\text_proceedings_ready\1793.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1793.json,data\extraction_json\text\1793.json,,,qa\trimming\gold_standard\papers\1793.json,8461,8515,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.773900+00:00
1802,1802,Advanced progression of scoliosis after intrathecal baclofen in an adult with stiff person syndrome: A case report,Oh D.C.; LaGrant B.; Sein M.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1802.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1802.json,data\extraction_json\text\1802.json,,,qa\trimming\gold_standard\papers\1802.json,2706,2744,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.777990+00:00
1807,1807,Anti-GAD65 antibody mediated systemic small vessel vasculitis with CNS involvement presenting as refractory status epilepticus and stiff-limb syndrome,Neupert D.; Leibu N.; Aysenne A.; Dunn C.R.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1807.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1807.json,data\extraction_json\text\1807.json,,,qa\trimming\gold_standard\papers\1807.json,12517,12563,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.781542+00:00
1829,1829,Providing relief from stiff person syndrome through intrathecal baclofen: A case report,Mazzola A.J.; Escalon M.X.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1829.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1829.json,data\extraction_json\text\1829.json,,,qa\trimming\gold_standard\papers\1829.json,111,151,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.785011+00:00
1830,1830,"Rehabilitation challenges in a rare combination of Stiff-man syndrome, cerebellar ataxia, and Grave's Disease: A case report",Rivelis Y.; Saad E.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1830.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1830.json,data\extraction_json\text\1830.json,,,qa\trimming\gold_standard\papers\1830.json,110,156,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.788896+00:00
1838,1838,Progressive encephalomyelitis with rigidity and myoclonus with multiple autoantibodies as a first manifestation of thymoma,Florea A.; Matei A.; Mitu C.E.; Popescu B.O.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1838.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1838.json,data\extraction_json\text\1838.json,,,qa\trimming\gold_standard\papers\1838.json,32719,32762,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.792219+00:00
1877,1877,Can certain baseline characteristics in patients with stiff person syndrome (SPS) predict disease burden and functional outcomes?,Mukharesh L.; Fitzgerald K.; Wang Y.; Newsome S.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1877.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1877.json,data\extraction_json\text\1877.json,,,,,42,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.799870+00:00
1897,1897,Autologous hematopoietic stem cell transplantation may be highly effective treatment for severe stiff person syndrome,Georges G.E.; Bowen J.D.; Pearlman M.; Wundes A.; Von Geldern G.; Kraft G.H.; Weiss M.D.; McLaughlin B.; Sytsma J.; Nash R.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1897.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1897.json,data\extraction_json\text\1897.json,data\extraction_json\text_trimmed_llm_candidates\1897.json,data\extraction_json\text_trimmed_llm\1897.json,qa\trimming\gold_standard\papers\1897.json,1,63,trimmed_auto_llm_candidate_exact,true,ok,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.805641+00:00
1898,1898,"Anti-gad positive syndrome (stiff-man): A 9-years-case report of treatment, evolution and a review",De Camargo Carmello J.F.; Oliveira A.S.B.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1898.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1898.json,data\extraction_json\text\1898.json,,,qa\trimming\gold_standard\papers\1898.json,1180,1234,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.809586+00:00
1899,1899,Stiff-person syndrome and type 1 diabetes mellitus: Report of a family,Faro F.N.; Bussular T.C.; Feder C.K.R.; Salles J.E.N.; Scalissi N.M.; Pereira M.V.,conference_abstract,family_case_conference_abstract,data\extraction_json\text_proceedings_ready\1899.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1899.json,data\extraction_json\text\1899.json,,,qa\trimming\gold_standard\papers\1899.json,18152,18199,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.812791+00:00
1900,1900,Stiff person syndrome exacerbations & therapeutic plasma exchange,Stiefel E.; Leeper J.; Alquist C.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1900.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1900.json,data\extraction_json\text\1900.json,,,qa\trimming\gold_standard\papers\1900.json,3807,3888,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.816037+00:00
1901,1901,Iatrogenic hypoglobulinemia due to the therapeutic plasma exchange: Managing the patient with allergies to blood products,Linnik Y.A.; Moiseff R.; Thomasson R.; Szczepiorkowski Z.; Dunbar N.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1901.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1901.json,data\extraction_json\text\1901.json,,,qa\trimming\gold_standard\papers\1901.json,5432,5499,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.819493+00:00
1903,1903,Stiff person's syndrome: Challenging symptom control,Thakolkaran N.T.; Kaur R.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1903.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1903.json,data\extraction_json\text\1903.json,,,qa\trimming\gold_standard\papers\1903.json,23370,23415,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.823174+00:00
1904,1904,Serial CSF studies of anti-GAD antibodies and GAD-IgG intrathecal synthesis in stiff-person syndrome (SPS): Correlation with disease severity and progression,Alexopoulos H.; Akrivou S.; Rakocevic G.; Dalakas M.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1904.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1904.json,data\extraction_json\text\1904.json,,,,,33,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.832312+00:00
1907,1907,Unrecognized respiratory manifestations of stiff person syndrome (SPS),Allen A.; Rakocevic G.; Woodford M.; Pack K.; Sexauer W.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1907.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1907.json,data\extraction_json\text\1907.json,,,,,30,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.846016+00:00
1909,1909,"Autologous hematopoietic stem cell transplantation may be highly effective treatment for severe, treatment refractory stiff person syndrome",Georges G.; McSweeney P.; Bowen J.; Pearlman M.; Wundes A.; Von Geldern G.; Kraft G.; Weiss M.; Sytsma J.; McLaughlin B.; Nash R.,conference_abstract,interventional_conference_abstract,data\extraction_json\text_proceedings_ready\1909.json,legacy_trimmed,trimmed_abstract,text_trimmed,data\extraction_json\text_trimmed\1909.json,data\extraction_json\text\1909.json,,,,,13,,,,Fell back to the legacy proceedings trim because no LLM-ready publication source was available.,2026-04-13T03:13:17.853130+00:00
1911,1911,Anti-GAD-65 associated progressive encephalomyelitis with rigidity and myoclonus following west NILE virus encephalitis,Loeb J.S.; Devine M.; Perven G.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1911.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1911.json,data\extraction_json\text\1911.json,,,,,30,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.862013+00:00
1912,1912,Defining the clinical spectrum of variant-stiff person syndrome: A case series,Shoemaker T.; Aljarallah S.; Lukish N.; Comisac M.; Saylor D.; Newsome S.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1912.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1912.json,data\extraction_json\text\1912.json,,,,,32,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.871935+00:00
1916,1916,A rare cause of progressive encephalopathy - PERM,Hartigan S.; Turner R.; Hastings J.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1916.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1916.json,data\extraction_json\text\1916.json,,,qa\trimming\gold_standard\papers\1916.json,8082,8121,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.875235+00:00
1918,1918,Spasmodic reflex myoclonus-an characteristic electrophysiological manifestation for the diagnosis of Stiff-person syndrome,Tsai C.-H.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1918.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1918.json,data\extraction_json\text\1918.json,,,qa\trimming\gold_standard\papers\1918.json,89,121,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.878648+00:00
1921,1921,Refractory anti-gad positive stiff-person syndrome controlled after rituximab therapy,Aragao V.; Braga E.; Marinho A.R.; Nobrega P.; Simabukuro M.; Ferreira G.; Maia F.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1921.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1921.json,data\extraction_json\text\1921.json,,,qa\trimming\gold_standard\papers\1921.json,8035,8086,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.883984+00:00
1922,1922,Stiff person syndrome presenting with spastic dysarthria,Persaud A.; Shneyder N.; Pulley M.; Giles S.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1922.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1922.json,data\extraction_json\text\1922.json,,,qa\trimming\gold_standard\papers\1922.json,5369,5400,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.888590+00:00
1923,1923,Intrathecal baclofen effects in stiff person syndrome: Clinical and instrumented gait analysis,Rocha M.S.; Terzian P.R.; Ferreira R.; Majdoub A.A.; Barbosa J.; Godinho F.,conference_abstract,case_series_conference_abstract,data\extraction_json\text_proceedings_ready\1923.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1923.json,data\extraction_json\text\1923.json,,,qa\trimming\gold_standard\papers\1923.json,5405,5464,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.892300+00:00
1924,1924,Status dystonicus in a young person as an unusual presentation of stiff person syndrome: A case report,Di Luca D.G.; Bette S.; Luca C.; Singer C.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1924.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1924.json,data\extraction_json\text\1924.json,,,qa\trimming\gold_standard\papers\1924.json,7008,7054,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.896321+00:00
1931,1931,"""Stiff young woman"": Case report",Sousa M.; Varela R.; Carneiro D.; Januario C.; Morgadinho A.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1931.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1931.json,data\extraction_json\text\1931.json,,,,,38,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.903010+00:00
1932,1932,An international survey of stiff person spectrum disorders: Exploring the clinical spectrum and unmet needs,Balint B.; Gatto E.; Etcheverry J.; Cesarini M.; Virginia Parisi V.; Rodriguez Violante M.; Garcia Ruiz P.; Bhatia K.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1932.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1932.json,data\extraction_json\text\1932.json,,,qa\trimming\gold_standard\papers\1932.json,,40,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.906344+00:00
1937,1937,Prevalence of neurological anti-gad autoimmunity in martinique,Duclos S.; Cabre P.; Deligny C.; Signate A.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1937.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1937.json,data\extraction_json\text\1937.json,,,,,30,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.915636+00:00
1938,1938,Stiff-person spectrum disorders can be highly underdiagnosed in Russia: A retrospective analysis,Seliverstov Y.; Melnik E.; Fominykh V.; Skalnaya A.; Brylev L.,conference_abstract,group_conference_abstract,data\extraction_json\text_proceedings_ready\1938.json,source_text_passthrough,full_text_passthrough,single_abstract_passthrough,data\extraction_json\text\1938.json,data\extraction_json\text\1938.json,,,,,28,,,,Resolved conference abstract did not require proceedings trimming; published the source abstract text as-is.,2026-04-13T03:13:17.930529+00:00
1947,1947,AN INTERESTING PRESENTATION OF STIFF-PERSON SYNDROME,Lezama K.; Hudey S.; Glaum M.,conference_abstract,single_case_conference_abstract,data\extraction_json\text_proceedings_ready\1947.json,gold_manual,trimmed_abstract,active_gold_manifest,qa\trimming\gold_standard\papers\1947.json,data\extraction_json\text\1947.json,,,qa\trimming\gold_standard\papers\1947.json,,34,,,,Published active manually checked gold-standard proceedings trim.,2026-04-13T03:13:17.934796+00:00
